"Date Collected","Hostname","IP Address","MAC Address","User","Type","Serial Number/Service Tag","Model","BIOS","CPU","RAM (GB)","Storage (GB)","GPU 0","GPU 1","OS","OS Version","OS Build","Up time","Installed Apps","Monitors"
"2025-11-10 12:15:25","IF04-09","10.0.22.8","08-BF-B8-42-3A-F6","IESMHP\ASR208","Desktop",,"System Product Name","American Megatrends Inc., 0401, 0401","Intel(R) Core(TM) i5-10400 CPU @ 2.90GHz","16","222,21","I","n","Microsoft Windows 11 Pro","26100","2009","0 days, 3 hours, 40 minutes","N/A","SAM S24A31x SN:H4CR404355Y"
